$ DENI 2011 2017-11-13 by 1_CWMS_weather_station_read_plot_v3.py<6 hours of missing data was deleted, >=6 hours missing data filled with LWS_2011_2015_met.csv,,,,,
686.000000,3.86,1.63,2.08,0.47,0,736.49
686.041670,3.42,1.65,2.34,0.56,7.5,736.49
686.083330,3.08,1.52,2.36,0.47,10,736.49
686.125000,2.76,1.26,2.48,0.55,10,736.29
686.166670,2.99,1.32,2.27,0.58,10,735.79
686.208330,2.78,1.4,2.24,0.48,7.5,735.79
686.250000,2.73,1.37,1.75,0.4,4.4,735.59
686.291670,3.05,1.76,1.5,0.62,10,735.69
686.333330,3.28,1.61,1.52,0.4,10,735.79
686.375000,4.68,2.11,0.77,0.31,0,735.69
686.416670,6.53,2.61,0.86,3.98,0,735.49
686.458330,6.95,2.71,1.05,3.89,2,735.19
686.500000,8.68,3.69,1.72,2.95,0,734.69
686.541670,9.59,3.9,0.97,3.97,0,734.19
686.583330,10.07,5.08,1.19,3.8,0,733.89
686.625000,8.56,5.47,1.48,2.21,0,733.79
686.666670,7.43,5.29,1.25,0.52,2,733.99
686.708330,6.61,4.97,1.24,0.81,0,733.99
686.750000,6.02,4.64,1.17,0.65,0,734.19
686.791670,5.35,4.11,1.31,0.61,0,734.29
686.833330,4.3,3.16,1.68,0.61,0,734.59
686.875000,5.08,3.56,1.43,0.66,0,734.69
686.916670,5.12,3.2,2.01,0.43,0,734.99
686.958330,4.66,2.78,1.6,0.53,10,734.89
687.000000,4.46,2.83,1.43,0.78,10,734.89
687.041670,4.08,2.53,1.84,0.53,10,734.59
687.083330,3.57,2.32,2.82,0.23,10,734.49
687.125000,3.67,2.33,2.25,0.33,10,733.79
687.166670,3.92,2.48,1.86,0.39,10,733.29
687.208330,4.1,2.83,1.36,0.36,10,733.09
687.250000,4.11,2.81,1.61,0.38,7.5,732.89
687.291670,4.19,2.66,1.75,0.32,4.4,732.49
687.333330,5.3,3.11,1.72,0.72,0,733.0716165
687.375000,7.06,3.79,2.16,2.13,0,731.79
687.416670,7.11,3.75,1.35,1.62,0,730.99
687.458330,7.38,3.95,1.69,0.77,0,729.99
687.500000,8.56,4.42,0.72,0.36,2,728.99
687.541670,8.82,4.78,1.2,0.97,0,727.99
687.583330,8.18,5.22,1.26,0.54,7.5,727.49
687.625000,7.93,5.63,1.07,0.38,2,726.99
687.666670,7.97,5.6,1.88,0.17,7.5,726.69
687.708330,7.36,5.6,1.6,0.52,4.4,726.39
687.750000,7.41,5.73,1.25,0.6,7.5,726.29
687.791670,7.48,5.95,1.49,0.64,0,725.89
687.833330,7.08,5.78,1.77,0.32,7.5,725.79
687.875000,7.3,5.73,1.89,0.41,10,725.69
687.916670,7.38,5.97,1.25,6.22,10,726.79
687.958330,7.28,4.8,1.12,5.96,10,728.59
688.000000,5.47,2.88,2.25,5.92,10,730.09
688.041670,4.56,3.1,1.6,0.08,7.5,730.69
688.083330,4.02,3.19,1.9,0.4,0,731.89
688.125000,3.71,2.92,1.43,0.29,0,732.99
688.166670,3.28,2.73,1.59,0.53,0,733.59
688.208330,3.71,3.18,0.87,1.75,0,734.29
688.250000,2.78,2.03,1.64,0.49,0,734.39
688.291670,2.25,1.64,1.51,0.26,0,735.09
688.333330,2.87,2.27,0.8,1.74,0,735.09
688.375000,4.21,3,1.88,2.08,0,735.09
688.416670,4.53,3,0.96,3.02,0,735.39
688.458330,5.33,3.56,1.82,2.52,7.5,735.19
688.500000,5.59,3.77,1.62,2.25,7.5,734.89
688.541670,6.22,4.05,1.19,2.18,7.5,734.69
688.583330,7.83,4.59,1.26,3.79,0,734.39
688.625000,7.82,5.01,1.15,4.12,7.5,734.19
688.666670,5.37,4.31,1.49,0.39,0,734.29
688.708330,4.4,3.52,1.43,0.42,0,734.39
688.750000,3.56,2.74,1.49,0.41,0,734.49
688.791670,3.24,2.33,1.66,0.24,0,734.39
688.833330,3.2,2.38,2.17,0.61,0,734.29
688.875000,3.27,2.23,1.56,0.71,0,734.29
688.916670,2.7,1.8,1.55,0.51,0,734.49
688.958330,3.21,2.02,1.32,0.45,10,734.19
689.000000,3.11,1.87,1.51,0.41,10,734.29
689.041670,3.21,2.05,1.52,0.52,10,734.19
689.083330,3.27,1.85,1.93,0.56,7.5,733.69
689.125000,3.23,2.12,1.56,0.57,10,733.69
689.166670,3.55,2.35,1.87,0.75,10,733.99
689.208330,3.61,2.72,1.09,6.05,10,733.99
689.250000,3.83,3.13,0.94,0.91,10,734.19
689.291670,4.23,3.39,1.57,0.68,10,734.19
689.333330,4.46,3.71,1.27,0.4,10,734.19
689.375000,4.96,3.94,2.3,1.54,7.5,734.29
689.416670,5.38,4,2.91,1.84,0,733.89
689.458330,5.43,3.73,2.47,1.69,0,733.29
689.500000,5.49,3.7,2.28,1.56,2,732.59
689.541670,6.23,4.21,2.2,1.69,7.5,731.59
689.583330,6.51,4.13,2.35,1.98,4.4,730.99
689.625000,6.35,4.35,3.25,1.88,7.5,730.89
689.666670,6.36,4.48,2.36,1.78,10,730.99
689.708330,6.03,4.8,3.09,1.79,10,731.09
689.750000,6.22,5.25,3.3,1.59,7.5,730.79
689.791670,6.65,5.48,2.58,1.59,10,730.19
689.833330,6.8,5.46,2.52,1.65,10,730.09
689.875000,6.95,5.68,1.57,0.81,10,729.89
689.916670,7.3,5.64,2.62,1.29,10,729.59
689.958330,7.35,5.66,2.71,1.6,10,729.39
690.000000,7.39,5.74,2.07,1.29,10,729.69
690.041670,7.3,5.73,2.09,1.68,10,730.19
690.083330,7.08,5.92,1.58,1.59,10,731.49
690.125000,7.02,6.12,1.23,1.38,10,732.09
690.166670,7.08,6.02,1.85,1.58,7.5,731.39
690.208330,7.2,6,1.21,1.37,10,731.19
690.250000,7.01,6.16,1.22,1.25,10,730.69
690.291670,6.84,6.16,1.14,0.97,10,730.29
690.333330,7.24,6.2,1.37,0.92,10,729.99
690.375000,7.28,6.58,1.09,0.77,10,729.49
690.416670,7.93,6.85,1.07,1.22,10,729.19
690.458330,8.29,6.72,1.12,1.78,10,728.29
690.500000,8.4,6.76,1.35,1.48,10,727.99
690.541670,8.44,7.22,1.25,1.61,10,728.49
690.583330,8.78,7.06,2.06,1.82,2,728.39
690.625000,8.78,7.57,1.39,1.02,7.5,729.19
690.666670,8.6,7.5,1.79,1.71,4.4,729.49
690.708330,8.24,7.38,1.14,0.71,4.4,728.89
690.750000,7.86,7.14,1.22,0.71,7.5,728.79
690.791670,7.98,7.21,1.34,0.63,10,729.29
690.833330,8.47,7.61,0.91,1.25,10,729.79
690.875000,8.37,7.55,0.89,1.64,10,729.49
690.916670,8.28,7.56,0.95,5.7,10,729.49
690.958330,8.16,7.52,0.45,0.72,10,729.19
691.000000,8.16,7.35,0.98,0.76,10,728.39
691.041670,7.6,7.03,0.71,0.71,7.5,727.79
691.083330,7.8,7.13,1.06,0.5,10,727.59
691.125000,7.73,7.03,1.22,0.15,10,727.79
691.166670,7.98,7.37,1.4,0.8,10,728.19
691.208330,7.94,6.65,1.94,0.76,0,727.49
691.250000,6.68,6.2,1.4,0.49,7.5,727.89
691.291670,6.69,6.21,1.18,0.8,10,728.49
691.333330,6.95,5,2.11,0.4,4.4,729.59
691.375000,6.37,5.5,2.09,0.78,7.5,730.49
691.416670,6.44,5.65,1.51,0.61,2,732.09
691.458330,7.22,6.31,1.01,0.72,2,732.69
691.500000,8.98,6.24,1.51,3.32,2,732.69
691.541670,8.82,0.41,2.34,6.1,0,733.29
691.583330,10.71,-1.68,2.29,5.22,2,733.99
691.625000,10.82,-0.11,0.6,4.9,2,734.69
691.666670,6.46,2.61,1.47,0.88,2,735.49
691.708330,5.49,2.48,1.26,0.52,7.5,735.89
691.750000,5.19,2.56,1.47,0.75,2,736.59
691.791670,4.64,2.2,1.9,0.46,2,736.99
691.833330,4.05,2.77,1.53,0.53,7.5,737.99
691.875000,4.32,1.59,1.64,0.33,0,738.89
691.916670,4.15,0.78,1.66,0.32,0,739.79
691.958330,3.42,0.53,1.31,0.3,4.4,740.69
692.000000,2.55,0.05,1.79,0.56,2,741.69
692.041670,2.61,-0.29,2.07,0.35,0,742.59
692.083330,2.56,-0.08,1.44,0.34,0,743.39
692.125000,1.31,-0.45,1.89,0.39,0,744.19
692.166670,1.4,-0.41,1.58,0.34,0,744.89
692.208330,1.64,-0.07,1.45,0.34,0,745.59
692.250000,1.86,0.3,1.39,0.25,0,746.39
692.291670,1.84,0.36,1.52,0.31,0,746.99
692.333330,2.39,0.98,1,0.16,0,747.49
692.375000,3.5,1.37,0.66,0.05,0,747.69
692.416670,5.07,1.8,0.91,3.46,0,747.69
692.458330,5.57,1.83,0.93,3.33,0,747.29
692.500000,7.01,1.83,0.65,3.4,0,746.89
692.541670,7.71,2.01,1.77,4.26,0,746.69
692.583330,7.68,1.43,1.08,4.28,0,746.49
692.625000,7.06,2.1,0.6,1.05,0,746.49
692.666670,5.95,2.12,1.19,0.59,0,746.59
692.708330,3.66,0.54,1.9,0.39,0,746.49
692.750000,2.69,-0.06,1.7,0.4,0,746.49
692.791670,2.35,-0.22,1.94,0.37,0,746.49
692.833330,2.15,-0.22,2.03,0.42,0,746.49
692.875000,1.17,-0.56,1.92,0.63,0,746.49
692.916670,0.98,-0.62,1.96,0.39,0,746.19
692.958330,0.61,-0.83,1.83,0.54,4.4,746.09
693.000000,0.42,-0.95,1.9,0.49,0,746.29
693.041670,0.55,-0.91,1.66,0.72,0,746.09
693.083330,0.76,-0.8,2,0.62,0,745.89
693.125000,0.84,-0.75,1.87,0.4,0,745.79
693.166670,0.63,-0.83,1.52,0.58,0,745.39
693.208330,0.68,-0.89,1.94,0.49,0,745.09
693.250000,0.44,-1.16,2.13,0.57,0,744.99
693.291670,0.43,-1.1,2.06,0.48,0,744.79
693.333330,0.77,-0.87,1.82,0.49,0,744.79
693.375000,2.05,-0.47,1.37,0.6,0,744.49
693.416670,3.5,-0.31,0.77,0.1,0,743.89
693.458330,4.06,-0.35,0.62,0.12,0,743.39
693.500000,5.05,0.2,1.53,2.46,0,742.39
693.541670,5.28,0.71,1.61,2.22,0,742.19
693.583330,5.28,0.88,0.66,1.14,2,741.39
693.625000,5.3,0.82,0.7,1.49,2,741.19
693.666670,4.54,1.16,1.51,1.09,0,740.49
693.708330,3.77,1.48,1.49,0.47,4.4,740.19
693.750000,3.72,1.5,1.73,0.57,10,739.99
693.791670,3.86,1.54,1.55,0.44,10,739.69
693.833330,4.17,1.66,1.47,0.63,10,739.89
693.875000,3.89,2.11,1.65,0.52,10,739.59
693.916670,3.83,2.28,1.48,0.67,10,739.59
693.958330,4.4,2.41,1.28,1.69,10,739.49
694.000000,3.98,2.86,1.16,0.3,10,739.49
694.041670,3.69,2.99,1.25,0.57,10,739.49
694.083330,3.77,3.2,1.05,0.78,10,739.39
694.125000,3.87,3.25,1.22,0.42,10,739.49
694.166670,3.98,3.46,1.07,1.12,10,739.59
694.208330,4.11,3.61,0.92,0.69,10,739.79
694.250000,4.65,3.96,1.9,2.71,10,739.89
694.291670,4.6,3.99,0.73,1.67,7.5,739.49
694.333330,4.65,4.08,0.57,1.33,10,739.89
694.375000,4.86,4.24,0.57,0.43,10,740.09
694.416670,5.22,4.47,0.88,6.01,10,740.19
694.458330,5.8,4.94,0.04,0.86,10,739.99
694.500000,6.26,5.33,0.34,5.39,10,739.49
694.541670,6.87,5.79,0.62,4.45,10,739.19
694.583330,7.46,6.3,0.76,2.14,10,738.79
694.625000,7.45,6.4,0.9,2.17,10,738.49
694.666670,7.18,6.61,0.66,0.89,10,738.59
694.708330,6.81,6.25,0.59,1.48,10,738.59
694.750000,6.58,6.02,0.77,0.99,10,738.29
694.791670,6.29,5.66,0.65,0.9,10,738.29
694.833330,5.99,5.27,0.96,1.06,10,738.09
694.875000,5.58,5.07,1.01,1.11,10,737.99
694.916670,5.67,5.04,0.91,0.88,7.5,738.09
694.958330,5.55,4.89,0.83,1.24,0,737.99
695.000000,5.28,4.61,0.89,0.24,0,738.09
695.041670,3.84,2.93,1.7,0.4,2,738.49
695.083330,2.81,1.83,2.56,0.42,0,738.99
695.125000,1.71,0.97,2.28,0.35,0,739.19
695.166670,1.3,0.55,2.03,0.4,7.5,739.59
695.208330,1.46,0.71,1.83,0.37,0,740.19
695.250000,1.25,0.48,1.8,0.29,0,740.49
695.291670,1.29,0.51,1.71,0.54,0,740.99
695.333330,1.85,0.83,1.64,0.31,0,741.49
695.375000,2.43,1.56,0.93,0.29,0,741.89
695.416670,3.34,1.78,0.55,5.12,0,742.09
695.458330,4.17,1.92,0.55,4.3,0,741.89
695.500000,4.48,1.09,1.01,4.26,0,741.69
695.541670,4.92,0.43,0.78,4.87,0,741.79
695.583330,4.75,1.52,1.28,0.11,0,742.09
695.625000,4.67,2.5,0.68,0.61,2,742.19
695.666670,2.73,1.35,2.57,0.32,2,742.79
695.708330,1.01,0.11,2.12,0.36,0,742.89
695.750000,0.32,-0.49,2.15,0.54,0,743.29
695.791670,0.85,-0.04,1.47,0.52,0,743.79
695.833330,0.97,0.11,1.64,0.45,0,744.09
695.875000,1.03,0.05,1.07,1.05,0,744.39
695.916670,0.98,-0.24,1.7,1.21,0,744.19
695.958330,0.76,-0.65,2.01,0.49,0,744.39
696.000000,0.4,-0.78,2.43,0.65,0,744.29
696.041670,0.36,-0.81,1.26,0.62,0,744.19
696.083330,0.79,-0.67,2.26,0.41,0,744.39
696.125000,0.11,-0.97,1.88,0.5,2,744.49
696.166670,-0.61,-1.66,2,0.54,10,744.09
696.208330,-0.73,-1.76,1.9,0.31,10,743.69
696.250000,-0.95,-2.05,2.23,0.32,7.5,743.69
696.291670,-1.21,-2.3,1.91,0.37,7.5,743.59
696.333330,-0.9,-2.16,1.39,0.46,4.4,743.59
696.375000,1.31,-1.57,2.2,2.23,0,743.39
696.416670,3.03,-1.4,2.41,2.9,0,743.39
696.458330,3.72,-1.7,2.84,2.95,0,742.69
696.500000,4.28,-1.51,2.01,3.29,0,741.79
696.541670,4.71,-1.06,1.75,4.2,0,741.29
696.583330,5.52,-1.22,0.98,3.33,0,740.89
696.625000,4.64,-0.53,0.83,2.37,0,740.69
696.666670,2.6,0.13,1.6,0.34,0,740.59
696.708330,0.65,-1.03,1.84,0.45,0,740.69
696.750000,0.21,-1.14,1.8,0.58,0,740.89
696.791670,-0.19,-1.36,1.81,0.5,0,741.09
696.833330,-0.18,-1.51,2.24,0.39,7.5,741.39
696.875000,-0.66,-1.66,1.72,0.39,10,741.69
696.916670,-0.22,-1.33,1.53,0.44,10,741.99
696.958330,0.38,-0.94,1.18,0.64,10,742.09
697.000000,-0.1,-1.26,1.83,0.41,0,742.09
697.041670,-0.36,-1.41,1.64,0.55,0,741.89
697.083330,-1,-1.96,1.97,0.49,0,741.89
697.125000,-1.23,-2.25,1.86,0.53,0,741.89
697.166670,-1.31,-2.35,1.94,0.37,0,741.69
697.208330,-0.93,-2.02,1.88,0.38,0,741.99
697.250000,-1.21,-2.37,1.98,0.75,0,742.19
697.291670,-1.1,-2.3,1.89,0.61,0,742.29
697.333330,-0.71,-2.23,1.26,0.56,0,742.39
697.375000,0.78,-1.78,1.38,0.15,0,742.59
697.416670,1.87,-1.5,0.85,0.37,0,742.39
697.458330,3.11,-0.34,2.3,4.06,0,741.59
697.500000,4.39,-0.52,1.75,3.6,0,740.79
697.541670,6.41,0.07,2.88,2.89,0,739.99
697.583330,6.5,0.22,1.83,2.74,0,739.49
697.625000,4.58,0.91,1.14,0.46,0,739.39
697.666670,3.13,0.7,1.57,0.5,0,739.29
697.708330,2.27,-0.05,2.07,0.35,0,738.99
697.750000,1.45,-0.3,1.87,0.35,0,738.89
697.791670,1.13,-0.5,1.86,0.43,0,738.99
697.833330,0.96,-0.55,1.92,0.42,0,738.99
697.875000,0.54,-0.66,1.88,0.39,0,738.99
697.916670,0.32,-0.86,1.85,0.39,0,739.09
697.958330,0.33,-0.73,1.66,0.59,0,738.99
698.000000,0.48,-0.71,1.77,0.51,0,738.89
698.041670,0.48,-0.69,1.91,0.55,0,738.39
698.083330,0.37,-0.75,2.03,0.42,0,738.49
698.125000,0.25,-0.81,1.73,0.47,0,738.19
698.166670,0.15,-1.09,2.04,0.62,0,737.79
698.208330,-0.07,-1.17,1.91,0.46,0,737.49
698.250000,-0.21,-1.21,1.9,0.64,0,737.29
698.291670,0.09,-1.13,2.29,0.46,0,736.99
698.333330,-0.02,-1.15,2.3,0.55,0,736.69
698.375000,1.28,-0.65,1.72,0.66,0,736.39
698.416670,2.5,-0.11,1.6,0.75,0,735.39
698.458330,2.83,0.15,1.35,0.42,0,734.39
698.500000,3.89,0.63,1.41,1.88,0,733.79
698.541670,4.25,1.06,1.14,3.56,0,733.09
698.583330,4.05,0.82,1.07,0.2,0,732.39
698.625000,3.45,0.82,1.74,0.54,7.5,732.19
698.666670,3.03,1.05,1.62,0.34,10,731.89
698.708330,3.61,1.2,1.92,1.42,10,731.99
698.750000,3.22,1.35,1.2,0.61,10,732.09
698.791670,3.43,1.62,1.5,0.55,10,732.09
698.833330,3.5,2.43,1.08,0.89,10,732.49
698.875000,3.25,2.6,1.26,0.52,10,732.79
698.916670,3.4,2.6,1.5,0.55,10,732.79
698.958330,3.33,2.63,1.76,0.68,10,733.19
699.000000,3.37,2.78,1.19,0.44,10,733.29
699.041670,3.56,2.92,1.39,0.68,4.4,733.19
699.083330,3.43,2.77,1.62,0.54,7.5,733.19
699.125000,3.35,2.74,1.38,0.39,4.4,733.09
699.166670,3.4,2.78,1.44,0.61,7.5,733.49
699.208330,3.75,3.17,1.5,0.66,10,733.39
699.250000,3.78,3.01,1.41,0.64,2,733.69
699.291670,3.78,3,1.61,0.55,0,733.19
699.333330,4.08,3.27,1.33,0.41,0,732.99
699.375000,4.66,3.62,0.91,0.46,0,732.79
699.416670,5.3,3.95,0.72,1.4,0,732.89
699.458330,5.97,4.21,1.15,1.4,7.5,732.49
699.500000,5.97,4.26,2.24,1.82,4.4,731.79
699.541670,6.06,4.47,0.84,0.5,2,731.39
699.583330,6.31,4.56,1.49,1.81,0,730.39
699.625000,5.84,4.72,1.52,0.83,0,729.99
699.666670,5.8,4.67,1.45,0.37,4.4,730.29
699.708330,5.7,4.93,1.35,0.77,2,730.59
699.750000,5.57,4.9,2.15,0.86,4.4,730.09
699.791670,5.68,5,1.17,0.47,7.5,729.19
699.833330,5.78,4.89,2.07,0.85,7.5,729.09
699.875000,5.78,5.06,1.61,0.56,4.4,728.89
699.916670,6.11,5.32,1.58,0.44,10,728.49
699.958330,6.4,5.57,1.48,0.34,10,728.19
700.000000,6.16,5.61,1.2,0.62,10,727.59
700.041670,6.33,5.66,1.47,0.63,10,726.59
700.083330,6.29,5.7,1.52,0.57,10,726.19
700.125000,6.52,5.78,1.33,0.59,7.5,725.89
700.166670,6.42,5.8,1.46,0.75,10,725.99
700.208330,7,6.16,1.72,1.24,10,726.19
700.250000,6.66,6.13,1.64,0.51,10,725.79
700.291670,6.78,6.31,1.2,1.14,4.4,725.49
700.333330,6.76,6.18,1.3,0.72,0,725.39
700.375000,6.88,6.43,0.4,6.23,2,725.59
700.416670,7.21,6.72,0.53,0.54,7.5,725.99
700.458330,7.51,6.74,1.2,1.7,10,726.19
700.500000,8,7.08,0.93,4.33,10,726.09
700.541670,8.2,7.37,0.76,2.38,10,726.29
700.583330,8.49,7.57,1.08,2.06,0,726.69
700.625000,8.4,7.58,1.01,1.87,4.4,726.99
700.666670,7.96,7.36,0.7,1.27,10,727.29
700.708330,7.79,7.26,2.03,1.47,4.4,727.49
700.750000,7.57,7.08,1.31,1.02,7.5,727.09
700.791670,7.28,6.74,0.96,0.66,4.4,727.19
700.833330,6.82,6.38,1.04,0.57,10,727.59
700.875000,6.92,6.43,0.84,1.06,7.5,727.39
700.916670,6.77,6.33,1.02,0.72,10,727.39
700.958330,6.7,6.22,1.1,0.87,10,727.49
701.000000,6.66,6.01,1.53,0.41,4.4,727.59
701.041670,6.45,5.9,1.01,0.66,7.5,727.69
701.083330,6.37,5.88,1.19,0.67,10,727.79
701.125000,6.42,5.85,0.96,0.37,7.5,727.99
701.166670,6.35,5.86,1.08,0.53,0,727.39
701.208330,5.97,5.48,1.38,0.2,4.4,727.39
701.250000,6.03,5.54,1.05,0.3,10,727.39
701.291670,6.2,5.72,1.26,0.58,7.5,727.49
701.333330,6.2,5.75,1.29,1.03,10,727.49
701.375000,6.58,5.9,1.33,1.57,10,728.49
701.416670,6.9,6.29,0.95,1.48,10,729.29
701.458330,7.5,6.92,0.49,5.64,10,729.69
701.500000,8.15,7.23,1.26,1.89,10,729.89
701.541670,8.17,7.33,1.5,1.96,0,729.59
701.583330,8.57,7.05,1.59,1.93,0,729.69
701.625000,8.15,6.96,1.72,1.99,4.4,729.29
701.666670,7.42,6.67,1.3,0.5,10,729.09
701.708330,6.95,6.27,1.25,0.62,7.5,728.59
701.750000,6.5,5.95,1.42,0.57,10,728.29
701.791670,6.54,5.9,1.18,0.71,10,727.99
701.833330,6.48,5.88,0.86,1.3,10,727.59
701.875000,6.5,5.77,1.06,1.83,10,727.49
701.916670,6.31,5.73,0.67,1.3,10,726.89
701.958330,5.88,4.85,1.39,1.28,10,725.69
702.000000,5.48,4.62,1.32,1.05,10,724.29
702.041670,5.19,4.46,1.41,0.4,10,723.49
702.083330,5.02,4.44,0.67,1.12,10,722.09
702.125000,4.96,4.3,0.97,0.58,10,720.29
702.166670,4.93,4.18,1.52,0.48,10,718.59
702.208330,4.98,4.31,1.06,1.02,10,717.89
702.250000,4.86,4.4,1.27,0.97,7.5,717.09
702.291670,5.15,4.47,1.16,0.23,10,717.29
702.333330,5.23,4.6,1.05,0.42,10,717.39
702.375000,5.38,4.8,0.84,1.33,7.5,718.79
702.416670,6.05,5.5,1.12,0.82,10,719.79
702.458330,7.06,5.97,1.74,0.47,0,720.39
702.500000,7.7,5.16,2.01,5.77,2,721.79
702.541670,7.15,5.55,1.4,0.74,0,723.19
702.583330,9.49,2.49,1.55,5.48,0,724.59
702.625000,8.74,1.32,3.3,4.89,0,726.39
702.666670,6.38,2.55,1.76,0.21,4.4,727.69
702.708330,5.12,2.86,0.97,0.91,4.4,728.79
702.750000,4.95,3.26,1.16,0.22,7.5,729.69
702.791670,5.4,3.61,0.72,1.57,10,730.49
702.833330,4.9,3.8,1.11,0.34,4.4,730.89
702.875000,5.06,3.91,0.94,1.38,4.4,731.69
702.916670,4.65,3.66,1.28,0.4,0,732.29
702.958330,4.61,3.52,1.06,0.45,0,733.19
703.000000,4.4,3.28,1.34,0.43,4.4,733.89
703.041670,4.18,3.41,0.8,0.76,7.5,734.39
703.083330,4.06,3.14,1.29,0.4,7.5,734.79
703.125000,3.86,2.92,1.22,0.31,7.5,734.69
703.166670,4.13,3.23,1.23,0.33,10,734.89
703.208330,4.35,3.43,1.12,0.99,2,735.39
703.250000,4.66,3.75,1.76,1.29,10,735.79
703.291670,4.41,3.73,1.39,0.56,7.5,736.29
703.333330,4.91,3.85,1.32,0.76,2,736.69
703.375000,5.65,4.22,0.6,0.93,7.5,736.99
703.416670,6.63,4.25,1.48,4.23,10,737.39
703.458330,7.81,4.57,1.17,2.69,10,737.39
703.500000,7.33,5.01,1.69,2.24,7.5,737.39
703.541670,7.96,5.26,1.78,2,4.4,737.19
703.583330,7.9,5.07,1.35,1.88,10,737.29
703.625000,7.71,5.66,1.69,2.19,10,737.49
703.666670,6.92,5.21,1.37,1.37,10,737.79
703.708330,6.13,4.8,1.06,0.59,10,738.09
703.750000,5.65,4.6,1.2,0.82,10,738.19
703.791670,5.48,4.38,1.22,0.55,4.4,738.09
703.833330,4.94,4.01,1.56,0.42,0,737.99
703.875000,4.02,3.18,1.81,0.38,0,737.89
703.916670,4.2,3.4,1.75,0.8,0,737.39
703.958330,3.81,2.98,2.23,0.8,0,736.49
704.000000,3.93,2.9,2.14,0.74,0,735.59
704.041670,3.82,2.85,1.84,0.63,7.5,734.39
704.083330,4.01,2.91,1.78,0.44,7.5,733.59
704.125000,4.18,3.1,1.44,0.44,10,733.19
704.166670,5.19,3.2,2.33,3.67,10,733.19
704.208330,5.06,4.16,1.19,5.95,10,733.09
704.250000,4.96,4.48,1.28,0.67,10,733.59
704.291670,4.95,3.78,1.91,1.77,10,733.99
704.333330,4.82,3.94,1.01,0.98,10,733.89
704.375000,5.1,4.02,1.25,1.45,10,734.09
704.416670,5.12,3.93,0.79,1.69,10,734.19
704.458330,5.05,3.93,1.13,1.65,10,733.89
704.500000,5.15,4.05,1.61,1.5,10,733.29
704.541670,5.3,4.27,1.69,1.61,10,733.09
704.583330,5.6,4.33,1.45,1.48,10,732.69
704.625000,5.64,4.54,1.13,1.64,10,732.59
704.666670,5.61,4.61,1.03,0.81,10,732.79
704.708330,5.51,4.71,1.22,1.55,10,733.09
704.750000,5.57,4.52,1.61,1.44,10,732.89
704.791670,5.49,4.87,0.87,1.13,2,732.19
704.833330,5.36,4.94,0.64,0.8,7.5,731.69
704.875000,5.47,4.78,0.68,0.63,10,731.39
704.916670,5.48,4.87,0.75,0.98,10,731.19
704.958330,5.46,4.9,1.16,0.58,10,730.99
705.000000,5.58,4.96,1.06,0.58,10,730.59
705.041670,5.64,5.07,0.68,0.95,10,730.29
705.083330,5.55,4.97,0.93,0.91,10,730.69
705.125000,5.83,5.22,0.96,1.38,10,730.79
705.166670,5.88,5.42,1.05,0.8,10,731.69
705.208330,7.24,6.85,0.8,0.42,7.5,731.99
705.250000,7.73,4.32,4.09,4.97,10,733.29
705.291670,7.71,2.75,2.08,5.68,4.4,734.79
705.333330,6.08,2.66,1.81,0.15,4.4,735.89
705.375000,6.28,2.72,1.33,1.55,0,736.79
705.416670,7.25,1.39,3.33,4.32,0,737.69
705.458330,7.53,-0.16,2.65,5.12,2,738.29
705.500000,8,0.4,2.97,4.54,0,738.29
705.541670,8.51,1.67,1.52,2.66,0,738.19
705.583330,8.82,-1.09,3.43,4.46,0,738.49
705.625000,8.09,-1.45,4.04,4.19,0,738.99
705.666670,5.09,0.35,1.81,0.33,0,739.49
705.708330,3.47,-0.03,2.28,0.36,0,739.89
705.750000,2.58,0.07,1.44,0.42,0,740.29
705.791670,2.81,0.53,1.28,0.84,0,740.59
705.833330,2.38,0.13,1.1,0.59,0,740.89
705.875000,2.06,0.15,1.5,0.45,0,740.69
705.916670,1.65,-0.28,1.64,0.4,2,740.49
705.958330,1.43,-0.29,1.56,0.39,7.5,740.59
706.000000,1.51,-0.2,1.58,0.36,10,740.49
706.041670,1.58,-0.13,1.43,0.5,0,740.19
706.083330,1.68,0.13,1.5,0.34,0,739.79
706.125000,1.71,0.05,1.37,0.41,0,739.89
706.166670,1.57,0.22,1.35,0.57,4.4,739.69
706.208330,1.71,0.36,1.47,0.51,2,739.39
706.250000,1.63,0.24,1.47,0.53,2,739.29
706.291670,1.72,0.18,1.86,0.33,0,739.29
706.333330,1.73,0.27,1.3,0.34,10,739.29
706.375000,2.6,0.58,0.61,0.39,10,739.29
706.416670,3,0.73,0.76,1.68,10,739.29
706.458330,3.25,0.76,0.32,1.2,10,738.99
706.500000,3.03,1.35,0.47,1.88,10,738.59
706.541670,2.96,1.29,0.43,1.17,10,738.19
706.583330,3.01,1.52,0.06,2.27,10,737.59
706.625000,3.01,1.86,0.31,0.88,10,737.59
706.666670,2.57,1.8,1.02,0.45,10,737.49
706.708330,2.28,1.61,1.22,0.37,10,737.49
706.750000,1.97,1.22,1.1,0.42,10,737.09
706.791670,2.06,1.45,0.76,0.15,10,736.89
706.833330,1.82,1.16,1.12,0.4,10,736.79
706.875000,1.66,0.96,1.57,0.39,10,736.79
706.916670,1.26,0.71,1.22,0.39,10,736.59
706.958330,1.56,0.98,1.13,0.06,10,736.69
707.000000,1.58,1.1,1.1,1.22,4.4,736.89
