$ HOXO_DLS 2011 2017-11-15 by 1_CWMS_weather_station_read_plot_v3.py<6 hours of missing data was deleted, >=6 hours missing data filled with DLS_2011_2015_met.csv,,,,,
1116.500000,1.37,-2.35,3.57,1.39,10,773.7401587
1116.541670,1.34,-2.06,3.57,1.74,10,772.8712858
1116.583330,1.31,-2.35,3.57,1.57,10,772.8712858
1116.625000,1.17,-2.42,4.02,1.57,10,772.8712858
1116.666670,1.07,-2.34,2.68,1.92,10,772.8712858
1116.708330,0.8,-2.51,3.12,2.09,10,772.8712858
1116.750000,0.87,-2.64,3.57,1.74,10,772.8712858
1116.791670,0.8,-2.51,3.12,1.92,10,772.8712858
1116.833330,0.73,-2.58,3.12,2.09,10,772.8712858
1116.875000,0.6,-2.56,2.68,1.74,10,772.8712858
1116.916670,0.54,-2.71,2.68,2.44,10,772.8712858
1116.958330,0.41,-2.62,2.68,2.09,10,772.8712858
1117.000000,0.31,-2.77,3.57,1.74,10,772.8712858
1117.041670,0.17,-2.66,2.23,1.74,10,772.8712858
1117.083330,0.14,-2.75,2.68,1.74,10,772.8712858
1117.125000,0.1,-2.83,2.68,2.09,10,772.8712858
1117.166670,0.27,-3.33,2.23,1.92,10,772.8712858
1117.208330,0.14,-2.93,2.23,2.26,10,772.8712858
1117.250000,0.07,-2.82,0,0,10,772.0024128
1117.291670,0.07,-3.1,1.34,2.26,10,772.8712858
1117.333330,0.07,-3.08,2.23,1.92,10,772.8712858
1117.375000,0.24,-3.15,1.34,1.92,10,772.8712858
1117.416670,0.55,-3.15,3.12,1.22,10,772.8712858
1117.458330,0.68,-3,3.12,0.87,10,772.8712858
1117.500000,0.88,-3.31,3.12,1.22,10,772.0024128
1117.541670,1.45,-3.39,2.68,1.22,10,772.0024128
1117.583330,1.34,-3.02,0,0,10,772.0024128
1117.625000,1.24,-3.17,0,0,10,771.1335398
1117.666670,1,-3.17,0,0,10,771.1335398
1117.708330,0.77,-3.16,2.68,1.39,10,771.1335398
1117.750000,0.6,-3.23,1.34,1.22,10,771.1335398
1117.791670,0.63,-2.96,1.34,0.87,10,771.1335398
1117.833330,0.61,-2.86,0,0,10,771.1335398
1117.875000,0.47,-2.67,0,0,10,771.1335398
1117.916670,0.51,-2.91,2.23,2.79,10,770.2646669
1117.958330,0.37,-2.92,2.23,2.44,10,770.2646669
1118.000000,0.24,-2.89,0,0,10,770.2646669
1118.041670,0.03,-2.4,1.34,5.41,10,770.2646669
1118.083330,-0.09,-2.17,1.34,4.88,10,770.2646669
1118.125000,-0.3,-2.08,1.34,4.18,10,770.2646669
1118.166670,-0.73,-2.28,1.34,4.18,10,770.2646669
1118.208330,-1.17,-2.41,0,0,10,770.2646669
1118.250000,-0.87,-2.24,0,0,10,770.2646669
1118.291670,-0.7,-2.22,0,0,10,770.2646669
1118.333330,-0.36,-1.98,2.23,2.09,10,770.2646669
1118.375000,0.28,-2.11,0,0,10,770.2646669
1118.416670,0.34,-1.76,0,0,10,771.1335398
1118.458330,0.88,-1.62,0,0,10,771.1335398
1118.500000,1.46,-1.13,0,0,10,771.1335398
1118.541670,1.55,-0.94,0,0,10,770.2646669
1118.583330,1.58,-0.74,0,0,10,770.2646669
1118.625000,1.78,-0.8,0,0,10,770.2646669
1118.666670,1.48,-0.9,0,0,10,771.1335398
1118.708330,1.41,-1,0,0,10,771.1335398
1118.750000,1.37,-1.19,4.02,1.74,10,771.1335398
1118.791670,1.37,-1.13,3.57,1.57,10,771.1335398
1118.833330,0.6,-0.8,3.57,1.57,10,771.1335398
1118.875000,0.73,-1.51,4.02,1.39,10,772.0024128
1118.916670,0.67,-1.8,4.47,1.92,10,772.8712858
1118.958330,0.33,-2,3.12,1.92,10,772.8712858
1119.000000,0.34,-2.1,3.57,2.26,10,772.8712858
1119.041670,0.44,-1.93,3.57,2.09,10,773.7401587
1119.083330,0.58,-1.86,4.47,2.09,10,773.7401587
1119.125000,0.58,-1.85,3.12,2.44,10,773.7401587
1119.166670,0.71,-2.23,1.34,1.22,10,773.7401587
1119.208330,0.68,-2.32,3.12,1.39,10,773.7401587
1119.250000,0.75,-2.5,3.12,1.39,10,773.7401587
1119.291670,0.68,-2.48,2.68,1.57,10,774.6090317
1119.333330,0.58,-2.36,2.68,1.57,10,774.6090317
1119.375000,0.75,-2.4,3.12,1.39,10,774.6090317
1119.416670,1.12,-2.58,3.12,1.39,10,775.4779046
1119.458330,1.35,-2.71,2.68,1.39,10,775.4779046
1119.500000,1.61,-2.81,4.02,1.39,10,775.4779046
1119.541670,1.88,-2.32,4.02,1.22,10,774.6090317
1119.583330,1.98,-2.19,4.47,1.22,10,774.6090317
1119.625000,1.75,-2.11,3.57,1.57,10,774.6090317
1119.666670,1.65,-2.13,3.12,2.09,10,774.6090317
1119.708330,1.51,-2.32,2.68,2.09,10,774.6090317
1119.750000,1.41,-2.42,3.12,2.79,10,774.6090317
1119.791670,1.27,-2.36,2.68,2.26,10,774.6090317
1119.833330,1.17,-2.1,1.34,2.09,10,774.6090317
1119.875000,1.11,-2.03,2.23,1.22,10,775.4779046
1119.916670,1.04,-2.08,2.23,1.57,10,775.4779046
1119.958330,1.01,-2.17,1.34,2.09,10,775.4779046
1120.000000,1.01,-2.31,2.68,1.92,10,776.3467776
1120.041670,0.84,-2.21,2.23,1.39,10,776.3467776
1120.083330,0.97,-2.32,2.23,1.74,10,776.3467776
1120.125000,0.87,-2.42,3.12,2.79,10,776.3467776
1120.166670,0.67,-2.72,2.68,2.61,10,776.3467776
1120.208330,0.57,-2.93,4.02,2.61,10,776.3467776
1120.250000,0.37,-3.1,3.57,2.79,10,776.3467776
1120.291670,0.21,-3.27,4.47,2.61,10,776.3467776
1120.333330,0.07,-3.31,2.68,2.09,10,776.3467776
1120.375000,0.34,-3.3,4.02,1.74,10,776.3467776
1120.416670,0.48,-3.41,4.91,1.74,10,776.3467776
1120.458330,0.81,-3.05,3.57,1.39,10,776.3467776
1120.500000,0.88,-2.88,4.47,1.39,10,776.3467776
1120.541670,0.97,-3.08,4.02,1.39,10,775.4779046
1120.583330,1.07,-3.18,4.47,1.74,10,775.4779046
1120.625000,0.8,-3.13,5.81,1.57,10,775.4779046
1120.666670,0.53,-3.18,5.81,1.57,10,774.6090317
1120.708330,0.43,-3.2,5.81,1.92,10,774.6090317
1120.750000,0.2,-3.28,4.02,1.39,10,774.6090317
1120.791670,0.07,-3.28,3.57,2.09,10,774.6090317
1120.833330,-0.06,-3.34,4.02,1.92,10,774.6090317
1120.875000,-0.26,-3.43,3.57,1.74,10,774.6090317
1120.916670,-0.43,-3.44,4.02,2.09,10,774.6090317
1120.958330,-0.67,-3.49,3.57,2.44,10,774.6090317
1121.000000,-0.8,-3.37,4.02,2.44,10,774.6090317
1121.041670,-0.87,-3.37,3.57,2.61,10,774.6090317
1121.083330,-0.93,-3.37,3.57,2.44,10,774.6090317
1121.125000,-1.01,-3.63,1.34,1.74,10,774.6090317
1121.166670,-1.04,-3.96,0,0,10,774.6090317
1121.208330,-1.07,-4.18,0,0,10,774.6090317
1121.250000,-1.1,-4.2,1.34,1.39,10,773.7401587
1121.291670,-1.17,-4.21,0,0,10,773.7401587
1121.333330,-1.13,-4.25,2.68,1.04,10,773.7401587
1121.375000,-0.96,-4.27,0,0,10,773.7401587
1121.416670,-0.39,-4.1,1.34,0.34,10,773.7401587
1121.458330,-0.26,-4.23,1.34,0.34,10,773.7401587
1121.500000,-0.16,-4.06,0,0,10,772.8712858
1121.541670,0.21,-3.86,0,0,10,772.8712858
1121.583330,0.68,-3.67,1.34,1.57,10,772.8712858
1121.625000,0.47,-3.73,2.23,1.74,10,772.0024128
1121.666670,0.37,-3.5,3.57,1.22,10,772.0024128
1121.708330,0.13,-3.42,3.12,0.87,10,772.0024128
1121.750000,0,-3.25,2.68,0.87,10,771.1335398
1121.791670,-0.02,-3.16,2.68,0.17,10,771.1335398
1121.833330,-0.16,-3.3,1.34,0.34,10,771.1335398
1121.875000,-0.26,-3.42,0,0,10,771.1335398
1121.916670,-0.4,-3.4,0,0,10,770.2646669
1121.958330,-0.43,-3.29,0,0,10,770.2646669
1122.000000,-0.6,-3.35,0,0,10,770.2646669
1122.041670,-0.67,-3.32,0,0,10,770.2646669
1122.083330,-0.73,-3.41,0,0,10,770.2646669
1122.125000,-0.67,-3.52,0,0,10,769.3957939
1122.166670,-0.77,-3.34,2.68,1.22,10,769.3957939
1122.208330,-0.8,-3.29,2.23,0.87,10,769.3957939
1122.250000,-0.8,-3.36,2.23,1.04,10,769.3957939
1122.291670,-0.87,-3.27,2.68,1.39,10,769.3957939
1122.333330,-0.93,-3.41,2.23,2.61,10,769.3957939
1122.375000,-0.86,-3.66,1.34,1.57,10,769.3957939
1122.416670,-0.8,-3.42,2.68,1.22,10,769.3957939
1122.458330,-0.46,-3.48,3.12,1.22,10,769.3957939
1122.500000,-0.26,-3.43,3.57,1.22,10,769.3957939
1122.541670,0.03,-3.61,4.02,1.22,10,768.526921
1122.583330,0,-3.32,3.12,1.04,10,768.526921
1122.625000,-0.26,-3.45,3.57,1.39,10,768.526921
1122.666670,-0.4,-3.52,4.47,1.39,10,768.526921
1122.708330,-0.5,-3.16,4.47,1.39,10,768.526921
1122.750000,-0.53,-3.7,3.57,1.57,10,768.526921
1122.791670,-0.77,-3.76,3.12,1.57,10,768.526921
1122.833330,-0.87,-4.07,2.68,1.92,10,768.526921
1122.875000,-0.97,-4.17,3.12,2.09,10,768.526921
1122.916670,-1.21,-4.41,2.68,2.09,10,768.526921
1122.958330,-1.34,-4.45,2.23,2.44,10,768.526921
1123.000000,-1.34,-4.44,1.34,2.09,10,768.526921
1123.041670,-1.4,-4.38,2.23,2.09,10,768.526921
1123.083330,-1.37,-4.41,1.34,2.26,10,768.526921
1123.125000,-1.23,-4.41,2.23,2.09,10,769.3957939
1123.166670,-1.3,-4.44,1.34,2.44,10,769.3957939
1123.208330,-1.2,-4.97,2.23,2.09,10,769.3957939
1123.250000,-1.33,-4.67,2.23,2.26,10,769.3957939
1123.291670,-1.2,-4.45,0,0,10,770.2646669
1123.333330,-1.13,-4.26,0,0,10,770.2646669
1123.375000,-0.92,-4.05,1.34,2.61,10,770.2646669
1123.416670,-0.79,-3.93,1.34,2.09,10,771.1335398
1123.458330,-0.42,-3.87,1.34,1.39,10,771.1335398
1123.500000,-0.12,-3.75,0,0,10,771.1335398
1123.541670,-0.06,-3.7,0,0,10,771.1335398
1123.583330,0.1,-3.85,0,0,10,771.1335398
1123.625000,0.27,-3.72,2.23,1.04,10,771.1335398
1123.666670,0.34,-3.57,1.34,1.22,10,771.1335398
1123.708330,0.24,-3.53,0,0,10,771.1335398
1123.750000,0.21,-3.53,1.34,2.26,10,771.1335398
1123.791670,0.24,-3.51,2.23,1.74,10,771.1335398
1123.833330,0.41,-3.52,2.23,1.22,10,771.1335398
1123.875000,0.24,-3.33,2.23,1.39,10,771.1335398
1123.916670,0.34,-3.01,1.34,1.57,10,771.1335398
1123.958330,0.41,-3.07,0,0,10,771.1335398
1124.000000,0.44,-3.1,0,0,10,771.1335398
1124.041670,0.48,-3.21,0,0,10,771.1335398
1124.083330,0.41,-2.94,0,0,10,771.1335398
1124.125000,0.37,-2.9,0,0,10,771.1335398
1124.166670,0.44,-3,0,0,10,770.2646669
1124.208330,0.41,-2.72,0,0,10,770.2646669
1124.250000,0.44,-2.69,0,0,10,770.2646669
1124.291670,0.51,-2.84,1.34,4.18,10,770.2646669
1124.333330,0.48,-2.57,0,0,10,770.2646669
1124.375000,0.81,-2.2,0,0,10,770.2646669
1124.416670,1.18,-2.34,0,0,10,770.2646669
1124.458330,1.93,-2.06,0,0,10,770.2646669
1124.500000,2.46,-2.38,0,0,10,769.3957939
1124.541670,2.6,-2.3,1.34,1.74,10,768.526921
1124.583330,2.76,-2.17,1.34,1.22,10,768.526921
1124.625000,2.8,-2.25,0,0,10,766.789175
1124.666670,2.93,-1.63,0,0,10,766.789175
1124.708330,2.63,-1.62,0,0,10,766.789175
1124.750000,1.88,-0.2,0,0,10,766.789175
1124.791670,1.07,0.03,0,0,10,765.9203021
1124.833330,1.14,0,1.34,1.39,10,765.9203021
1124.875000,1.24,0.06,3.12,1.22,10,765.0514291
1124.916670,1.31,0.08,2.68,1.57,10,765.0514291
1124.958330,0.93,0.1,2.23,1.04,10,765.0514291
1125.000000,0.8,0.29,2.23,1.22,10,763.3136832
1125.041670,0.81,0.28,1.34,1.22,10,762.4448102
1125.083330,0.67,0.28,0,0,10,762.4448102
1125.125000,0.6,0.36,0,0,10,760.7070643
1125.166670,0.67,0.42,0,0,10,760.7070643
1125.208330,0.64,0.46,0,0,10,760.7070643
1125.250000,0.61,0.45,2.23,2.44,10,759.8381914
1125.291670,0.61,0.47,1.34,1.04,4.4,759.8381914
1125.333330,0.57,0.49,1.34,4.71,4.4,759.8381914
1125.375000,0.88,0.8,1.34,3.31,2,758.9693184
1125.416670,1.28,1.01,0,0,2,758.1004454
1125.458330,1.31,1.11,0.67,2.53,4.75,758.1004454
1125.500000,1.68,1.31,1.34,5.06,7.5,756.3626995
1125.541670,1.88,1.51,0,0,4.4,755.4938266
1125.583330,2.8,2.1,0,0,10,755.4938266
1125.625000,3.13,2.55,0,0,10,754.6249536
1125.666670,4.69,3.97,0,0,10,754.6249536
1125.708330,4.86,4.4,4.02,2.44,2,754.6249536
1125.750000,7.69,5.52,2.68,4.01,7.5,754.6249536
1125.791670,7.42,5.06,7.6,5.58,10,755.4938266
1125.833330,7.15,4.16,5.81,6.28,7.5,755.4938266
1125.875000,7.01,3.65,10.28,5.41,4.4,755.4938266
1125.916670,6.53,3.27,7.6,5.06,0,756.3626995
1125.958330,6.5,3.37,2.23,5.41,10,756.3626995
1126.000000,6.87,2.98,4.47,5.76,7.5,757.2315725
1126.041670,6.03,2.48,4.02,5.06,0,757.2315725
1126.083330,5.62,2.53,6.25,5.41,0,757.2315725
1126.125000,5.66,2.48,5.81,5.76,0,757.2315725
1126.166670,5.76,2.45,4.47,5.41,0,758.1004454
1126.208330,5.59,2.44,5.81,5.23,0,758.1004454
1126.250000,5.83,1.86,4.02,5.93,0,758.1004454
1126.291670,5.25,1.51,4.8,5.84,0,758.1004454
1126.333330,5.18,1.26,5.58,5.76,0,758.1004454
1126.375000,6.53,1.61,6.37,5.67,0,758.1004454
1126.416670,6.47,2.41,7.15,5.58,0,758.9693184
1126.458330,7.2,1.74,8.04,5.41,0,758.9693184
1126.500000,7.33,1.42,6.7,5.06,4.4,758.1004454
1126.541670,7,1.42,7.6,5.76,7.5,758.1004454
1126.583330,7.5,1.77,8.94,5.76,2,758.1004454
1126.625000,7.26,1.98,4.91,5.58,0,758.1004454
1126.666670,6.92,2.07,6.7,5.58,0,758.9693184
1126.708330,5.6,2.92,7.15,5.58,2,758.9693184
1126.750000,3.48,2.56,6.7,5.58,7.5,758.9693184
1126.791670,2.5,1.93,0,0,2,758.9693184
1126.833330,2.98,2.37,2.23,2,2,758.9693184
1126.875000,2.31,1.83,1.34,4.01,7.5,759.8381914
1126.916670,1.6,1.08,2.68,3.84,0,759.8381914
1126.958330,2.39,1.94,1.34,3.49,2,759.8381914
1127.000000,1.51,0.89,1.34,1.92,0,759.8381914
1127.041670,1.27,0.74,0,0,0,759.8381914
1127.083330,1.04,0.44,1.34,2.96,2,759.8381914
1127.125000,1.71,0.48,0,0,4.4,760.7070643
1127.166670,4.18,2.25,1.34,2.44,7.5,760.7070643
1127.208330,1.88,1.06,1.34,1.22,10,760.7070643
1127.250000,3.57,1.86,1.34,1.92,7.5,760.7070643
1127.291670,1.88,0.98,1.34,2.35,0,761.5759373
1127.333330,1.27,0.71,2.23,2.79,2,761.5759373
1127.375000,2.12,1.39,2.68,2.61,7.5,761.5759373
1127.416670,5.33,3,0,0,7.5,762.4448102
1127.458330,5.77,3.15,0,0,2,762.4448102
1127.500000,6.27,2.97,4.91,5.58,7.5,761.5759373
1127.541670,7.47,2.93,6.7,5.58,7.5,761.5759373
1127.583330,7.47,2.87,6.7,5.58,10,761.5759373
1127.625000,7.43,2.43,8.94,5.41,10,761.5759373
1127.666670,6.52,2.4,6.7,4.88,4.4,761.5759373
1127.708330,5.88,2.61,6.25,5.23,4.4,761.5759373
1127.750000,5.78,2.54,5.81,5.58,4.4,762.4448102
1127.791670,6.01,2.38,0,0,0,763.3136832
1127.833330,5.65,2.18,2.23,3.66,7.5,763.3136832
1127.875000,5.42,2.66,3.57,5.41,10,763.3136832
1127.916670,4.85,2.62,2.68,5.23,7.5,763.3136832
1127.958330,4.78,3.06,0,0,10,763.3136832
1128.000000,4.44,2.58,1.34,0.17,7.5,763.3136832
1128.041670,4.2,2.51,0,0,10,763.3136832
1128.083330,2.55,1.69,0,0,10,763.3136832
1128.125000,1.33,0.74,0,0,4.4,764.1825562
1128.166670,1.2,0.45,2.23,0.78,2,764.1825562
1128.208330,0.87,-0.05,1.34,1.57,7.5,764.1825562
1128.250000,0.3,-0.41,2.23,1.92,0,765.0514291
1128.291670,0.4,-0.53,1.34,2.61,7.5,765.0514291
1128.333330,0.26,-0.63,2.23,5.41,10,765.0514291
1128.375000,1.75,0.43,2.23,1.92,10,765.0514291
1128.416670,4.46,1.95,0,0,10,765.0514291
1128.458330,5.87,2.99,0,0,10,765.0514291
1128.500000,7.07,3,1.34,2.09,4.4,765.0514291
1128.541670,7.63,2.93,0,0,0,764.1825562
1128.583330,8.51,2.04,1.34,3.66,0,764.1825562
1128.625000,8.88,2.1,0,0,0,763.3136832
1128.666670,8.73,1.51,0,0,0,763.3136832
1128.708330,6.53,1.19,2.23,1.57,0,763.3136832
1128.750000,3.67,0.78,4.47,1.04,0,763.3136832
1128.791670,2.4,0.06,2.68,1.39,0,763.3136832
1128.833330,0.65,-0.64,3.12,1.39,0,763.3136832
1128.875000,-0.41,-1.3,0,0,0,763.3136832
1128.916670,-1.05,-1.57,2.23,4.53,0,763.3136832
1128.958330,-1.35,-2.02,0,0,0,763.3136832
1129.000000,-1.95,-2.32,2.68,0.34,0,763.3136832
1129.041670,-1.82,-2.38,2.23,1.74,0,763.3136832
1129.083330,-2.18,-2.64,0,0,10,763.3136832
1129.125000,0.65,-2.78,0,0,10,763.3136832
1129.166670,0.55,-2.66,0,0,10,763.3136832
1129.208330,0.65,-2.83,2.23,1.92,10,763.3136832
1129.250000,0.37,-2.87,1.34,2.61,10,763.3136832
1129.291670,0,-2.87,2.23,2.61,10,763.3136832
1129.333330,0.1,-3.25,0,0,10,763.3136832
1129.375000,0.21,-3.38,2.23,1.22,10,763.3136832
1129.416670,0.48,-3.33,1.34,1.22,10,763.3136832
1129.458330,0.88,-3.05,2.23,1.22,10,763.3136832
1129.500000,1.05,-2.78,2.68,1.04,10,762.4448102
1129.541670,2.09,-2.36,3.12,1.22,10,761.5759373
1129.583330,2.56,-2.33,1.34,1.74,10,761.5759373
1129.625000,2.52,-2.53,1.34,0.87,10,761.5759373
1129.666670,2.02,-2.39,0,0,10,761.5759373
1129.708330,2.02,-2.49,0,0,10,761.5759373
1129.750000,1.58,-2.32,0,0,10,760.7070643
1129.791670,1.24,-2.39,0,0,10,760.7070643
1129.833330,1.07,-2.44,0,0,10,760.7070643
1129.875000,1.14,-2.55,2.23,1.39,10,760.7070643
1129.916670,0.87,-2.22,0,0,10,760.7070643
1129.958330,0.74,-1.81,0,0,10,760.7070643
1130.000000,0.57,-1.85,2.23,2.09,10,761.5759373
1130.041670,0.31,-1.7,0,0,10,761.5759373
1130.083330,0.14,-1.53,0,0,10,761.5759373
1130.125000,0.21,-1.4,1.34,1.22,10,761.5759373
1130.166670,0.17,-1.36,0,0,10,761.5759373
1130.208330,0.07,-1.12,0,0,10,761.5759373
1130.250000,0.14,-1.36,0,0,10,761.5759373
1130.291670,-0.02,-1.15,0,0,10,761.5759373
1130.333330,0.14,-1.3,0,0,10,761.5759373
1130.375000,0.41,-0.98,0,0,10,762.4448102
1130.416670,1.22,-1.18,0,0,10,763.3136832
1130.458330,1.9,-1.1,3.57,1.04,10,763.3136832
1130.500000,2.46,-1,3.12,1.39,10,763.3136832
1130.541670,2.36,-0.99,4.47,1.04,10,763.3136832
1130.583330,2.16,-0.21,4.02,1.22,10,763.3136832
1130.625000,0.63,-0.91,6.7,1.22,10,763.3136832
1130.666670,0.46,-1.22,4.02,1.57,10,763.3136832
1130.708330,0.02,-2.38,3.57,1.57,10,763.3136832
1130.750000,-0.17,-2.99,2.23,1.74,10,764.1825562
1130.791670,-0.3,-3.64,1.34,0.87,10,764.1825562
1130.833330,-0.56,-3.22,0,0,10,764.1825562
1130.875000,-0.73,-3.16,1.34,4.36,10,765.0514291
1130.916670,-0.6,-3.91,0,0,10,765.0514291
1130.958330,-0.8,-3.67,0,0,10,765.0514291
1131.000000,-0.8,-3.68,0,0,10,765.9203021
1131.041670,-0.87,-3.07,0,0,10,765.9203021
1131.083330,-0.87,-3.22,0,0,10,765.9203021
1131.125000,-0.8,-3.98,0,0,10,766.789175
1131.166670,-0.93,-4.2,0,0,10,766.789175
1131.208330,-1.03,-4.37,2.68,1.74,10,766.789175
1131.250000,-1.13,-3.57,2.68,2.09,10,766.789175
1131.291670,-1.2,-3.39,2.68,1.92,10,767.658048
1131.333330,-1.61,-3.28,2.68,1.57,10,767.658048
1131.375000,-1.95,-3.01,5.81,2.09,10,768.526921
1131.416670,-2.58,-4.66,4.02,1.74,10,769.3957939
1131.458330,-2.62,-5.92,4.02,1.57,10,769.3957939
1131.500000,-2.55,-6.77,4.47,1.92,10,769.3957939
1131.541670,-2.56,-7.42,4.47,1.39,10,769.3957939
1131.583330,-2.48,-7.71,4.02,1.57,10,769.3957939
1131.625000,-2.48,-8.07,4.91,1.92,10,768.526921
1131.666670,-2.82,-8.5,4.47,2.26,10,769.3957939
1131.708330,-3.3,-8.3,6.25,2.09,10,769.3957939
1131.750000,-3.12,-9.28,4.47,2.09,10,769.3957939
1131.791670,-3.26,-10.97,3.57,1.74,10,770.2646669
1131.833330,-3.9,-9.68,4.02,1.04,10,770.2646669
1131.875000,-4.17,-8.48,4.47,1.57,10,771.1335398
1131.916670,-4.34,-8.91,3.12,1.92,10,771.1335398
1131.958330,-4.95,-9.78,4.91,1.92,10,771.1335398
1132.000000,-5.25,-10.43,4.02,2.09,10,772.0024128
1132.041670,-5.52,-11.57,4.47,1.92,10,772.0024128
1132.083330,-5.52,-13.52,4.02,2.09,10,772.0024128
1132.125000,-5.99,-14.62,3.12,2.44,10,772.0024128
1132.166670,-5.99,-14.66,4.02,2.26,10,772.8712858
1132.208330,-6.46,-13.72,4.02,2.26,10,772.8712858
1132.250000,-6.96,-13.53,5.81,2.26,10,772.8712858
1132.291670,-7.43,-14.45,5.81,1.92,10,773.7401587
1132.333330,-7.74,-14.58,4.91,1.92,10,773.7401587
1132.375000,-6.52,-15.29,4.91,2.09,10,774.6090317
1132.416670,-6.96,-15.74,4.47,2.09,4.4,774.6090317
1132.458330,-6.53,-16.28,4.02,2.26,0,774.6090317
1132.500000,-6.23,-16.66,4.47,2.44,2,773.7401587
1132.541670,-5.89,-16.61,4.91,2.26,4.4,772.8712858
1132.583330,-5.18,-16.86,6.25,2.26,0,772.8712858
1132.625000,-5.39,-17.21,6.25,1.92,4.4,772.8712858
1132.666670,-6.14,-17.63,7.15,2.09,7.5,772.8712858
1132.708330,-6.95,-18.25,6.25,1.92,10,772.8712858
1132.750000,-7.18,-18.45,4.91,1.92,10,772.8712858
1132.791670,-7.24,-18.82,4.91,2.09,10,772.0024128
1132.833330,-7.43,-18.24,3.12,1.92,10,772.0024128
1132.875000,-7.54,-18.03,4.02,1.92,10,771.1335398
1132.916670,-7.67,-17.48,4.02,2.26,10,771.1335398
1132.958330,-7.81,-17.36,3.57,1.92,10,771.1335398
1133.000000,-7.91,-17.64,3.57,2.26,10,771.1335398
1133.041670,-7.91,-17.52,3.12,1.92,10,770.2646669
1133.083330,-8.08,-17.32,2.68,2.26,10,770.2646669
1133.125000,-8.21,-18.13,4.02,2.26,10,769.3957939
1133.166670,-8.42,-18.76,4.02,1.92,10,769.3957939
1133.208330,-8.48,-18.78,3.12,1.92,10,769.3957939
1133.250000,-8.51,-18.66,3.12,1.57,10,768.526921
1133.291670,-8.55,-18.55,4.47,1.74,10,768.526921
1133.333330,-9.32,-16.51,3.57,2.09,10,768.526921
1133.375000,-9.83,-14.29,4.02,1.74,10,767.658048
1133.416670,-9.87,-13.06,3.12,1.92,10,767.658048
1133.458330,-9.8,-13.02,2.68,1.92,10,767.658048
1133.500000,-9.56,-13.17,4.02,1.74,10,766.789175
1133.541670,-9.66,-13.26,3.12,1.92,10,765.0514291
1133.583330,-9.97,-12.76,4.47,2.09,10,765.0514291
1133.625000,-9.8,-12.18,4.47,1.74,10,763.3136832
1133.666670,-9.7,-12.17,4.02,1.57,10,762.4448102
1133.708330,-10.07,-12.51,2.68,1.92,10,762.4448102
1133.750000,-10.24,-12.1,0,0,10,761.5759373
1133.791670,-10.24,-11.96,0,0,10,760.7070643
1133.833330,-10.13,-11.81,0,0,10,760.7070643
1133.875000,-10.17,-11.95,2.68,1.04,10,759.8381914
1133.916670,-10.2,-11.82,1.34,1.04,10,759.8381914
1133.958330,-10.13,-11.81,0,0,10,759.8381914
1134.000000,-10.17,-11.75,0,0,10,759.8381914
1134.041670,-10.07,-11.68,0,0,10,759.8381914
1134.083330,-10.2,-11.74,0,0,10,759.8381914
1134.125000,-10.13,-11.72,0,0,10,759.8381914
1134.166670,-10.23,-11.84,0,0,10,760.7070643
1134.208330,-10.13,-11.73,1.34,1.22,10,760.7070643
1134.250000,-10.91,-12.47,2.68,1.57,10,760.7070643
1134.291670,-11.86,-13.52,2.23,1.74,10,760.7070643
1134.333330,-12.67,-14.72,0,0,10,760.7070643
1134.375000,-12.46,-14.79,0,0,10,761.5759373
1134.416670,-9.41,-11.26,1.34,1.04,10,762.4448102
1134.458330,-8.33,-9.89,0,0,10,762.4448102
1134.500000,-7.7,-9.21,0,0,0,761.5759373
1134.541670,-7.57,-9.03,0,0,7.5,761.5759373
1134.583330,-7.5,-8.59,0,0,10,761.5759373
1134.625000,-7.77,-8.88,0,0,10,760.7070643
1134.666670,-7.64,-8.81,0,0,10,760.7070643
1134.708330,-8.35,-9.59,0,0,10,760.7070643
1134.750000,-8.69,-10.04,0,0,10,759.8381914
1134.791670,-8.62,-10.01,2.23,3.66,10,759.8381914
1134.833330,-8.61,-9.98,1.34,4.18,10,759.8381914
1134.875000,-8.37,-9.7,2.23,6.1,10,758.9693184
1134.916670,-8.34,-9.62,0,0,10,758.9693184
1134.958330,-8.17,-9.47,0,0,10,758.9693184
1135.000000,-8.31,-9.6,1.34,2.26,10,760.7070643
1135.041670,-8.21,-9.5,3.12,1.74,10,761.5759373
1135.083330,-7.93,-9.36,3.12,1.39,10,761.5759373
1135.125000,-7.12,-8.3,2.68,1.22,10,762.4448102
1135.166670,-7.02,-8.08,2.23,2.96,10,763.3136832
1135.208330,-6.88,-8,2.23,3.66,10,763.3136832
1135.250000,-6.85,-7.97,0,0,10,764.1825562
1135.291670,-6.86,-7.97,0,0,10,765.0514291
1135.333330,-6.76,-7.91,0,0,10,765.0514291
1135.375000,-6.59,-7.58,0,0,10,765.0514291
1135.416670,-6.15,-7.25,0,0,10,765.9203021
1135.458330,-5.71,-6.66,0,0,10,765.9203021
1135.500000,-5.64,-6.51,1.34,1.74,10,765.9203021
1135.541670,-5.37,-6.43,1.34,1.74,10,765.0514291
1135.583330,-5.65,-6.56,2.23,1.22,10,765.0514291
1135.625000,-5.86,-6.74,0,0,10,764.1825562
1135.666670,-6.2,-7.2,2.23,1.57,10,763.3136832
1135.708330,-6.12,-7.19,0,0,10,763.3136832
1135.750000,-6.18,-7.18,0,0,10,762.4448102
