Constituent,Julian_day,Seg_2  ,Seg_3  ,Seg_4  ,Seg_5  ,Seg_6  ,Seg_7  ,Seg_8  ,Seg_9  ,Seg_10 ,Seg_11 ,Seg_12 ,Seg_13 ,Seg_14 ,Seg_15 ,Seg_16 ,Seg_17 ,Seg_18 ,Seg_19 ,Seg_20 ,Seg_21 ,Seg_22 ,Seg_23 ,Seg_24 ,Seg_25 ,Seg_26 ,Seg_27 ,Seg_28 ,Seg_29 ,
Oxyg                                  , 41542.000,    97.000,    94.121,    96.615,    96.454,    96.332,    95.269,    96.395,    96.620,    96.771,    96.792,    96.802,    96.723,    96.641,    96.575,    96.561,    96.508,    96.491,    96.403,    96.327,    96.217,    96.224,    96.255,    96.836,    97.018,    97.094,    97.147,    97.343,    96.667,
TDG(                                  , 41542.000,    98.016,    95.207,    97.874,    97.880,    97.934,    97.023,    98.081,    98.080,    98.032,    97.981,    97.996,    98.015,    98.003,    97.970,    97.960,    97.912,    97.873,    97.893,    97.868,    97.840,    97.864,    97.973,    98.715,    98.993,    99.093,    99.201,    99.194,    98.933,
Temperature, 41543.000,    17.880,    17.864,    17.842,    17.820,    17.808,    17.812,    17.747,    17.717,    17.713,    17.726,    17.719,    17.712,    17.653,    17.600,    17.564,    17.556,    17.538,    17.530,    17.546,    17.451,    17.354,    17.312,    17.224,    17.412,    17.581,    17.656,    17.701,    17.712,
N2                                    , 41543.000,    14.671,    14.266,    14.668,    14.664,    14.658,    14.506,    14.647,    14.659,    14.678,    14.692,    14.690,    14.694,    14.708,    14.722,    14.728,    14.736,    14.738,    14.736,    14.750,    14.775,    14.802,    14.822,    14.862,    14.883,    14.889,    14.889,    14.886,    14.845,
Dissolved_oxygen                      , 41543.000,     8.760,     8.516,     8.751,     8.745,     8.743,     8.643,     8.701,     8.673,     8.662,     8.674,     8.697,     8.723,     8.735,     8.739,     8.740,     8.739,     8.740,     8.733,     8.739,     8.749,     8.759,     8.764,     8.777,     8.778,     8.777,     8.772,     8.778,     8.736,
Oxyg                                  , 41543.000,    96.719,    93.975,    96.535,    96.438,    96.424,    95.193,    95.772,    95.459,    95.369,    95.488,    95.724,    95.891,    95.920,    95.893,    95.884,    95.837,    95.830,    95.784,    95.671,    95.577,    95.611,    95.492,    96.006,    96.364,    96.486,    96.523,    96.620,    96.199,
TDG(                                  , 41543.000,    97.672,    94.931,    97.553,    97.492,    97.466,    96.310,    97.132,    97.120,    97.220,    97.308,    97.340,    97.307,    97.310,    97.324,    97.340,    97.344,    97.343,    97.347,    97.254,    97.220,    97.305,    97.254,    97.875,    98.336,    98.503,    98.579,    98.605,    98.294,
Temperature, 41544.000,    17.620,    17.604,    17.578,    17.556,    17.549,    17.565,    17.520,    17.502,    17.481,    17.465,    17.444,    17.456,    17.457,    17.439,    17.411,    17.402,    17.375,    17.354,    17.366,    17.310,    17.246,    17.224,    17.092,    17.196,    17.360,    17.464,    17.530,    17.558,
N2                                    , 41544.000,    14.724,    14.318,    14.721,    14.719,    14.713,    14.561,    14.697,    14.687,    14.676,    14.675,    14.686,    14.704,    14.712,    14.717,    14.719,    14.726,    14.737,    14.745,    14.756,    14.765,    14.786,    14.815,    14.861,    14.880,    14.889,    14.892,    14.900,    14.867,
Dissolved_oxygen                      , 41544.000,     8.799,     8.554,     8.791,     8.784,     8.776,     8.677,     8.754,     8.744,     8.727,     8.702,     8.674,     8.678,     8.701,     8.721,     8.728,     8.735,     8.740,     8.740,     8.737,     8.740,     8.749,     8.760,     8.779,     8.780,     8.778,     8.773,     8.783,     8.749,
Oxyg                                  , 41544.000,    96.152,    93.421,    95.967,    95.877,    95.824,    94.657,    95.461,    95.308,    95.090,    94.778,    94.490,    94.544,    94.763,    94.917,    94.980,    95.002,    95.014,    95.033,    94.895,    94.797,    94.857,    94.712,    95.131,    95.476,    95.637,    95.717,    95.894,    95.551,
TDG(                                  , 41544.000,    96.925,    94.195,    96.798,    96.757,    96.738,    95.637,    96.489,    96.372,    96.246,    96.146,    96.160,    96.267,    96.328,    96.347,    96.352,    96.355,    96.384,    96.450,    96.391,    96.327,    96.414,    96.338,    96.848,    97.305,    97.518,    97.634,    97.755,    97.512,
Temperature, 41545.000,    17.390,    17.370,    17.339,    17.308,    17.295,    17.308,    17.257,    17.230,    17.220,    17.226,    17.216,    17.205,    17.191,    17.196,    17.200,    17.206,    17.201,    17.192,    17.195,    17.133,    17.084,    17.107,    16.984,    17.028,    17.160,    17.251,    17.329,    17.361,
N2                                    , 41545.000,    14.791,    14.383,    14.791,    14.785,    14.774,    14.616,    14.753,    14.744,    14.734,    14.724,    14.708,    14.705,    14.715,    14.725,    14.729,    14.734,    14.737,    14.741,    14.763,    14.773,    14.781,    14.804,    14.863,    14.884,    14.882,    14.889,    14.899,    14.876,
Dissolved_oxygen                      , 41545.000,     8.843,     8.596,     8.836,     8.827,     8.818,     8.718,     8.793,     8.780,     8.767,     8.758,     8.745,     8.709,     8.686,     8.684,     8.686,     8.701,     8.718,     8.733,     8.742,     8.741,     8.743,     8.752,     8.780,     8.784,     8.778,     8.775,     8.783,     8.752,
Oxyg                                  , 41545.000,    96.593,    93.840,    96.392,    96.274,    96.196,    95.004,    95.771,    95.608,    95.481,    95.359,    95.203,    94.775,    94.544,    94.521,    94.564,    94.709,    94.879,    95.052,    95.023,    94.919,    94.980,    94.839,    95.236,    95.551,    95.637,    95.766,    95.940,    95.653,
TDG(                                  , 41545.000,    97.467,    94.720,    97.337,    97.261,    97.205,    96.057,    96.890,    96.795,    96.722,    96.631,    96.500,    96.376,    96.386,    96.440,    96.480,    96.528,    96.563,    96.624,    96.641,    96.602,    96.686,    96.596,    97.059,    97.488,    97.642,    97.810,    97.952,    97.791,
Temperature, 41546.000,    17.260,    17.248,    17.233,    17.211,    17.178,    17.156,    17.074,    17.032,    17.007,    16.997,    16.982,    16.985,    16.977,    16.971,    16.969,    16.973,    16.978,    16.994,    17.029,    16.986,    16.934,    16.968,    16.893,    16.878,    16.983,    17.086,    17.153,    17.176,
N2                                    , 41546.000,    14.810,    14.394,    14.800,    14.803,    14.809,    14.666,    14.809,    14.798,    14.784,    14.772,    14.762,    14.743,    14.729,    14.724,    14.723,    14.728,    14.737,    14.740,    14.756,    14.771,    14.780,    14.791,    14.834,    14.883,    14.891,    14.887,    14.889,    14.870,
Dissolved_oxygen                      , 41546.000,     8.864,     8.615,     8.858,     8.853,     8.849,     8.754,     8.833,     8.820,     8.806,     8.791,     8.781,     8.762,     8.737,     8.715,     8.706,     8.693,     8.685,     8.693,     8.725,     8.739,     8.742,     8.743,     8.764,     8.787,     8.784,     8.776,     8.781,     8.755,
Oxyg                                  , 41546.000,    97.443,    94.680,    97.302,    97.190,    97.100,    95.891,    96.667,    96.475,    96.305,    96.111,    96.002,    95.780,    95.493,    95.257,    95.158,    95.029,    94.971,    95.138,    95.396,    95.445,    95.542,    95.403,    95.613,    96.067,    96.235,    96.287,    96.410,    96.158,
TDG(                                  , 41546.000,    98.307,    95.517,    98.167,    98.110,    98.090,    96.965,    97.810,    97.676,    97.551,    97.426,    97.356,    97.198,    97.055,    96.977,    96.958,    96.966,    97.021,    97.128,    97.198,    97.209,    97.329,    97.243,    97.494,    98.014,    98.270,    98.374,    98.468,    98.339,
Temperature, 41547.000,    17.030,    17.012,    16.987,    16.956,    16.933,    16.935,    16.890,    16.865,    16.829,    16.791,    16.749,    16.726,    16.708,    16.706,    16.708,    16.714,    16.716,    16.724,    16.759,    16.764,    16.741,    16.783,    16.742,    16.730,    16.777,    16.878,    16.962,    16.993,
N2                                    , 41547.000,    14.865,    14.453,    14.871,    14.873,    14.878,    14.714,    14.839,    14.827,    14.827,    14.827,    14.821,    14.801,    14.782,    14.768,    14.762,    14.753,    14.745,    14.740,    14.753,    14.766,    14.779,    14.789,    14.809,    14.858,    14.900,    14.902,    14.898,    14.875,
Dissolved_oxygen                      , 41547.000,     8.900,     8.650,     8.896,     8.892,     8.888,     8.785,     8.860,     8.850,     8.842,     8.834,     8.823,     8.802,     8.783,     8.767,     8.761,     8.748,     8.733,     8.706,     8.696,     8.712,     8.734,     8.740,     8.749,     8.772,     8.792,     8.787,     8.786,     8.762,
Oxyg                                  , 41547.000,    98.059,    95.251,    97.899,    97.810,    97.768,    96.534,    97.310,    97.126,    96.970,    96.789,    96.629,    96.358,    96.143,    95.977,    95.926,    95.786,    95.634,    95.407,    95.317,    95.447,    95.766,    95.749,    95.821,    96.178,    96.593,    96.703,    96.759,    96.545,
TDG(                                  , 41547.000,    98.909,    96.112,    98.823,    98.784,    98.799,    97.609,    98.392,    98.237,    98.147,    98.043,    97.944,    97.757,    97.607,    97.502,    97.469,    97.397,    97.333,    97.316,    97.373,    97.433,    97.628,    97.616,    97.718,    98.122,    98.581,    98.751,    98.795,    98.662,
Temperature, 41548.000,    16.830,    16.813,    16.794,    16.770,    16.746,    16.744,    16.684,    16.630,    16.587,    16.572,    16.557,    16.546,    16.491,    16.451,    16.433,    16.432,    16.434,    16.447,    16.479,    16.488,    16.488,    16.557,    16.552,    16.572,    16.594,    16.650,    16.731,    16.783,
N2                                    , 41548.000,    14.901,    14.481,    14.898,    14.895,    14.890,    14.738,    14.891,    14.897,    14.894,    14.879,    14.862,    14.853,    14.845,    14.836,    14.830,    14.819,    14.806,    14.787,    14.771,    14.772,    14.778,    14.793,    14.802,    14.830,    14.876,    14.903,    14.913,    14.905,
Dissolved_oxygen                      , 41548.000,     8.928,     8.675,     8.922,     8.918,     8.912,     8.815,     8.900,     8.893,     8.884,     8.871,     8.859,     8.844,     8.829,     8.816,     8.810,     8.798,     8.786,     8.772,     8.733,     8.712,     8.712,     8.730,     8.741,     8.756,     8.779,     8.790,     8.794,     8.784,
Oxyg                                  , 41548.000,    96.208,    93.443,    96.065,    95.962,    95.901,    94.740,    95.539,    95.385,    95.250,    95.078,    94.932,    94.667,    94.426,    94.243,    94.181,    94.058,    93.953,    93.871,    93.468,    93.240,    93.385,    93.565,    93.726,    93.929,    94.280,    94.556,    94.707,    94.714,
TDG(                                  , 41548.000,    96.887,    94.116,    96.777,    96.703,    96.659,    95.545,    96.420,    96.354,    96.287,    96.155,    96.021,    95.837,    95.687,    95.572,    95.531,    95.448,    95.378,    95.311,    95.161,    95.116,    95.281,    95.390,    95.495,    95.719,    96.110,    96.426,    96.588,    96.636,
Temperature, 41549.000,    16.760,    16.733,    16.702,    16.656,    16.604,    16.588,    16.537,    16.502,    16.463,    16.434,    16.393,    16.357,    16.311,    16.284,    16.264,    16.261,    16.239,    16.225,    16.225,    16.216,    16.223,    16.307,    16.326,    16.397,    16.435,    16.462,    16.516,    16.551,
N2                                    , 41549.000,    14.945,    14.527,    14.948,    14.949,    14.948,    14.796,    14.942,    14.935,    14.927,    14.921,    14.924,    14.921,    14.909,    14.896,    14.890,    14.883,    14.876,    14.867,    14.839,    14.819,    14.796,    14.801,    14.807,    14.819,    14.850,    14.882,    14.900,    14.915,
Dissolved_oxygen                      , 41549.000,     8.949,     8.698,     8.950,     8.949,     8.947,     8.853,     8.937,     8.929,     8.921,     8.913,     8.908,     8.894,     8.877,     8.864,     8.859,     8.850,     8.840,     8.830,     8.801,     8.773,     8.735,     8.723,     8.732,     8.746,     8.764,     8.779,     8.788,     8.793,
Oxyg                                  , 41549.000,    95.609,    92.865,    95.459,    95.342,    95.290,    94.187,    95.012,    94.855,    94.709,    94.540,    94.413,    94.174,    93.948,    93.768,    93.706,    93.572,    93.434,    93.331,    93.002,    92.724,    92.482,    92.402,    92.630,    92.855,    93.096,    93.360,    93.524,    93.722,
TDG(                                  , 41549.000,    96.183,    93.431,    96.055,    95.957,    95.916,    94.839,    95.698,    95.574,    95.457,    95.334,    95.268,    95.136,    94.984,    94.853,    94.805,    94.708,    94.624,    94.558,    94.336,    94.183,    94.143,    94.182,    94.361,    94.528,    94.774,    95.069,    95.246,    95.475,
Temperature, 41550.000,    16.780,    16.759,    16.736,    16.706,    16.664,    16.645,    16.596,    16.540,    16.446,    16.347,    16.260,    16.215,    16.164,    16.118,    16.082,    16.071,    16.046,    16.029,    16.032,    15.991,    15.955,    15.996,    16.025,    16.127,    16.223,    16.271,    16.310,    16.325,
N2                                    , 41550.000,    14.945,    14.529,    14.946,    14.948,    14.949,    14.807,    14.963,    14.972,    14.978,    14.982,    14.981,    14.971,    14.962,    14.957,    14.955,    14.954,    14.950,    14.940,    14.918,    14.905,    14.870,    14.842,    14.824,    14.822,    14.835,    14.857,    14.867,    14.892,
Dissolved_oxygen                      , 41550.000,     8.940,     8.690,     8.938,     8.938,     8.937,     8.850,     8.943,     8.948,     8.951,     8.951,     8.950,     8.939,     8.928,     8.919,     8.915,     8.908,     8.899,     8.889,     8.863,     8.847,     8.813,     8.772,     8.740,     8.736,     8.749,     8.763,     8.770,     8.782,
